snapshot_id,source_id,target_id,edge_id,raw_flow,effective_flow,capacity_p95,utilization,interruption_fraction,imputation_method,confidence_score,split
t000,15,523,53,1008.0,1008.0,1254.75,0.8033473,0.0,observed,1.0,train
t000,15,589,54,440.0,440.0,531.5,0.8278457,0.0,observed,1.0,train
t000,15,803,55,4720.0,4720.0,9421.5,0.5009818,0.0,observed,1.0,train
t000,15,1088,56,3680.0,74202.266,4406.0,16.841187,0.0,neighbor_mean,0.6,train
t000,16,212,57,1489.0,1489.0,6459.75,0.23050427,0.0,observed,1.0,train
t000,16,710,58,1081.0,1081.0,2621.75,0.41232002,0.0,observed,1.0,train
t000,16,894,59,311.0,311.0,3270.25,0.09509976,0.0,observed,1.0,train
t000,17,1085,60,7333.0,7333.0,7822.5,0.9374241,0.0,observed,1.0,train
t000,17,1088,61,18279.0,18279.0,18822.75,0.9711121,0.0,observed,1.0,train
t000,18,438,62,3371.0,3371.0,8247.25,0.4087423,0.0,observed,1.0,train
t000,18,753,63,500.0,500.0,3099.5,0.16131634,0.0,observed,1.0,train
t000,19,148,64,197.0,197.0,914.75,0.21535939,0.0,observed,1.0,train
t000,19,564,65,7946.0,7946.0,16937.5,0.46913654,0.0,observed,1.0,train
t000,19,583,66,957.0,957.0,1174.25,0.8149883,0.0,observed,1.0,train
t000,19,782,67,1807.0,1807.0,7277.0,0.24831662,0.0,observed,1.0,train
t000,19,988,68,537.0,537.0,1127.75,0.47616938,0.0,observed,1.0,train
t000,19,1086,69,11322.0,11322.0,19795.0,0.5719626,0.0,observed,1.0,train
t000,19,1157,70,694.0,694.0,2316.75,0.29955757,0.0,observed,1.0,train
t000,19,1174,71,1782.0,1782.0,3340.5,0.53345305,0.0,observed,1.0,train
t000,20,25,72,3603.0,3603.0,5006.0,0.71973634,0.0,observed,1.0,train
t000,20,34,73,4629.0,4629.0,8125.5,0.569688,0.0,observed,1.0,train
t000,20,35,74,4842.0,38609.44,7406.25,5.2130895,0.0,neighbor_mean,0.6,train
t000,20,38,75,625.0,625.0,2795.25,0.2235936,0.0,observed,1.0,train
t000,20,42,76,11324.0,11324.0,18927.5,0.59828293,0.0,observed,1.0,train
t000,20,72,77,770.0,770.0,2938.25,0.26206076,0.0,observed,1.0,train
t000,20,75,78,11298.0,7945.287,18302.0,0.43412125,0.0,neighbor_mean,0.6,train
t000,20,96,79,408.0,408.0,1367.75,0.29830012,0.0,observed,1.0,train
t000,20,105,80,9359.0,9359.0,18884.25,0.4955982,0.0,observed,1.0,train
t000,20,107,81,4626.0,4626.0,14887.75,0.31072527,0.0,observed,1.0,train
t000,20,118,82,2712.0,2712.0,3465.75,0.78251463,0.0,observed,1.0,train
t000,20,147,83,14486.0,14486.0,22937.25,0.6315491,0.0,observed,1.0,train
t000,20,167,84,4869.0,4869.0,7623.25,0.63870394,0.0,observed,1.0,train
t000,20,178,85,3185.0,3185.0,17364.75,0.18341756,0.0,observed,1.0,train
t000,20,184,86,8286.0,8286.0,15882.25,0.5217145,0.0,observed,1.0,train
t000,20,200,87,6058.0,6058.0,19818.25,0.30567786,0.0,observed,1.0,train
t000,20,231,88,7352.0,7352.0,9960.25,0.7381341,0.0,observed,1.0,train
t000,20,250,89,9742.0,9742.0,14888.5,0.65433055,0.0,observed,1.0,train
t000,20,258,90,1811.0,1811.0,2815.0,0.6433393,0.0,observed,1.0,train
t000,20,277,91,5411.0,5411.0,11054.75,0.48947284,0.0,observed,1.0,train
t000,20,280,92,2732.0,2732.0,3783.5,0.72208273,0.0,observed,1.0,train
t000,20,291,93,11119.0,11119.0,19708.75,0.56416565,0.0,observed,1.0,train
t000,20,339,94,711.0,711.0,4176.5,0.17023824,0.0,observed,1.0,train
t000,20,371,95,5676.0,5676.0,7935.75,0.7152443,0.0,observed,1.0,train
t000,20,373,96,12295.0,12295.0,12968.5,0.9480665,0.0,observed,1.0,train
t000,20,391,97,6889.0,6889.0,9025.5,0.7632818,0.0,observed,1.0,train
t000,20,398,98,10660.0,10660.0,10149.75,1.0502722,0.0,observed,1.0,train
t000,20,484,99,4122.0,4122.0,9009.25,0.45752975,0.0,observed,1.0,train
t000,20,525,100,812.0,812.0,1999.0,0.4062031,0.0,observed,1.0,train
t000,20,528,101,10180.0,10180.0,9511.25,1.0703114,0.0,observed,1.0,train
t000,20,561,102,3820.0,3820.0,6083.25,0.6279538,0.0,observed,1.0,train
t000,20,564,103,2621.0,2621.0,5204.0,0.503651,0.0,observed,1.0,train
t000,20,572,104,4664.0,4664.0,12074.5,0.3862686,0.0,observed,1.0,train
t000,20,579,105,3852.0,3852.0,6741.25,0.5714074,0.0,observed,1.0,train
t000,20,599,106,3696.0,3696.0,5264.0,0.70212764,0.0,observed,1.0,train
t000,20,610,107,12300.0,12300.0,17811.25,0.69057477,0.0,observed,1.0,train
t000,20,615,108,15466.0,15466.0,23758.75,0.65096015,0.0,observed,1.0,train
t000,20,649,109,1968.0,1968.0,8764.5,0.22454219,0.0,observed,1.0,train
t000,20,663,110,7680.0,7680.0,7670.25,1.0012711,0.0,observed,1.0,train
t000,20,703,111,6752.0,19024.646,9092.5,2.092345,0.0,neighbor_mean,0.6,train
t000,20,714,112,13853.0,13853.0,19981.25,0.69329995,0.0,observed,1.0,train
t000,20,748,113,4599.0,32735.764,6064.75,5.3977103,0.0,neighbor_mean,0.6,train
t000,20,751,114,24270.0,24270.0,36816.0,0.6592243,0.0,observed,1.0,train
t000,20,767,115,12539.0,12539.0,12217.25,1.0263357,0.0,observed,1.0,train
t000,20,773,116,15825.0,15825.0,10144.5,1.5599586,0.0,observed,1.0,train
t000,20,803,117,8476.0,8476.0,10419.25,0.81349427,0.0,observed,1.0,train
t000,20,807,118,1229.0,1229.0,3213.0,0.38250855,0.0,observed,1.0,train
t000,20,825,119,4102.0,4102.0,7165.25,0.57248527,0.0,observed,1.0,train
t000,20,827,120,14416.0,14416.0,25385.75,0.56787765,0.0,observed,1.0,train
t000,20,852,121,5086.0,5086.0,7486.25,0.67937887,0.0,observed,1.0,train
t000,20,857,122,3767.0,3767.0,6636.5,0.5676185,0.0,observed,1.0,train
t000,20,858,123,6428.0,6428.0,30143.25,0.2132484,0.0,observed,1.0,train
t000,20,906,124,8913.0,8913.0,18350.0,0.48572206,0.0,observed,1.0,train
t000,20,913,125,3563.0,3563.0,13495.0,0.26402372,0.0,observed,1.0,train
t000,20,929,126,3141.0,3141.0,9264.75,0.33902696,0.0,observed,1.0,train
t000,20,945,127,14070.0,14070.0,13849.25,1.0159395,0.0,observed,1.0,train
t000,20,950,128,16559.0,16559.0,13991.25,1.1835254,0.0,observed,1.0,train
t000,20,959,129,1165.0,1165.0,2142.25,0.54382074,0.0,observed,1.0,train
t000,20,962,130,1280.0,1280.0,3670.0,0.34877384,0.0,observed,1.0,train
t000,20,969,131,16223.0,16223.0,16229.75,0.9995841,0.0,observed,1.0,train
t000,20,995,132,8698.0,8698.0,11267.25,0.7719719,0.0,observed,1.0,train
t000,20,1019,133,5663.0,5663.0,12519.0,0.45235243,0.0,observed,1.0,train
t000,20,1043,134,6254.0,6254.0,9506.25,0.657883,0.0,observed,1.0,train
t000,20,1086,135,5033.0,5033.0,5935.75,0.8479131,0.0,observed,1.0,train
t000,20,1088,136,8220.0,8220.0,12443.0,0.6606124,0.0,observed,1.0,train
t000,20,1092,137,3098.0,3098.0,6473.75,0.478548,0.0,observed,1.0,train
t000,20,1113,138,4661.0,4661.0,8095.25,0.5757697,0.0,observed,1.0,train
t000,20,1115,139,4242.0,4242.0,6072.0,0.6986166,0.0,observed,1.0,train
t000,20,1120,140,3268.0,3268.0,12456.75,0.26234773,0.0,observed,1.0,train
t000,20,1126,141,1100.0,1100.0,5400.25,0.20369427,0.0,observed,1.0,train
t000,20,1138,142,2891.0,2891.0,10450.5,0.2766375,0.0,observed,1.0,train
t000,20,1185,143,4093.0,4093.0,9034.0,0.4530662,0.0,observed,1.0,train
t000,21,105,144,4394.0,4394.0,13132.75,0.3345834,0.0,observed,1.0,train
t000,21,107,145,4981.0,3784.4395,42910.25,0.0881943,0.0,neighbor_mean,0.6,train
t000,21,163,146,596.0,596.0,726.0,0.8209366,0.0,observed,1.0,train
t000,21,255,147,4800.0,4800.0,13598.0,0.3529931,0.0,observed,1.0,train
t000,21,537,148,5345.0,5345.0,5546.75,0.96362734,0.0,observed,1.0,train
t000,21,743,149,989.0,989.0,8924.0,0.11082474,0.0,observed,1.0,train
t000,21,906,150,2659.0,2659.0,10897.0,0.24401212,0.0,observed,1.0,train
t000,22,176,151,776.0,776.0,1998.0,0.3883884,0.0,observed,1.0,train
t000,22,585,152,157.0,157.0,2494.25,0.06294477,0.0,observed,1.0,train
t000,22,858,153,1734.0,1734.0,14105.0,0.12293513,0.0,observed,1.0,train
t000,23,399,154,1257.0,1257.0,1662.25,0.75620395,0.0,observed,1.0,train
t000,23,550,155,583.0,583.0,585.0,0.9965812,0.0,observed,1.0,train
t000,23,727,156,2903.0,2903.0,3444.0,0.84291524,0.0,observed,1.0,train
t000,23,753,157,352.0,352.0,1301.25,0.27050912,0.0,observed,1.0,train
t000,24,365,158,3076.0,3076.0,4183.0,0.7353574,0.0,observed,1.0,train
t000,24,834,159,129.0,129.0,459.25,0.28089276,0.0,observed,1.0,train
t000,25,41,160,36612.0,36612.0,35230.25,1.0392206,0.0,observed,1.0,train
t000,25,116,161,13185.0,13185.0,17239.0,0.76483554,0.0,observed,1.0,train
t000,25,182,162,32166.0,32166.0,29783.75,1.0799849,0.0,observed,1.0,train
t000,25,231,163,71496.0,71496.0,57886.75,1.2351013,0.0,observed,1.0,train
t000,25,250,164,68236.0,68236.0,54995.0,1.2407674,0.0,observed,1.0,train
t000,25,371,165,46403.0,46403.0,49026.25,0.94649297,0.0,observed,1.0,train
t000,25,398,166,32766.0,32766.0,56845.25,0.576407,0.0,observed,1.0,train
t000,25,467,167,50442.0,50442.0,46110.0,1.0939492,0.0,observed,1.0,train
t000,25,509,168,2881.0,2881.0,3909.25,0.73697,0.0,observed,1.0,train
t000,25,529,169,39186.0,39186.0,41767.5,0.93819356,0.0,observed,1.0,train
t000,25,549,170,38111.0,38111.0,37453.0,1.0175687,0.0,observed,1.0,train
t000,25,570,171,4022.0,4022.0,5193.5,0.77442956,0.0,observed,1.0,train
t000,25,767,172,50174.0,50174.0,55007.5,0.9121302,0.0,observed,1.0,train
t000,25,773,173,45887.0,45887.0,66191.25,0.69324875,0.0,observed,1.0,train
t000,25,801,174,2988.0,2988.0,3677.25,0.8125637,0.0,observed,1.0,train
t000,25,902,175,24162.0,24162.0,21943.25,1.1011131,0.0,observed,1.0,train
t000,25,904,176,10465.0,10465.0,15004.75,0.6974458,0.0,observed,1.0,train
t000,25,950,177,57438.0,57438.0,59490.5,0.9654987,0.0,observed,1.0,train
t000,25,995,178,88387.0,88387.0,88523.75,0.9984552,0.0,observed,1.0,train
t000,25,1088,179,65280.0,65280.0,45303.0,1.4409642,0.0,observed,1.0,train
t000,25,1122,180,75930.0,75930.0,58569.75,1.296403,0.0,observed,1.0,train
t000,25,1170,181,41968.0,41968.0,58217.5,0.7208829,0.0,observed,1.0,train
t000,26,543,182,951.0,951.0,2310.5,0.41159922,0.0,observed,1.0,train
t000,26,773,183,4437.0,4437.0,4162.25,1.06601,0.0,observed,1.0,train
t000,26,1088,184,3039.0,3039.0,3285.5,0.92497337,0.0,observed,1.0,train
t000,27,312,185,1707.0,1707.0,2460.75,0.69369096,0.0,observed,1.0,train
t000,28,107,186,2243.0,2243.0,14718.5,0.15239325,0.0,observed,1.0,train
t000,29,48,187,17956.0,17956.0,23931.0,0.75032383,0.0,observed,1.0,train
t000,29,50,188,1094.0,1094.0,1455.25,0.75176084,0.0,observed,1.0,train
t000,29,105,189,10115.0,10115.0,20998.25,0.4817068,0.0,observed,1.0,train
t000,29,116,190,31030.0,29443.014,42109.25,0.6992054,0.0,neighbor_mean,0.6,train
t000,29,160,191,25938.0,25938.0,32895.25,0.7885029,0.0,observed,1.0,train
t000,29,176,192,18785.0,18785.0,38045.25,0.49375415,0.0,observed,1.0,train
t000,29,291,193,42877.0,42877.0,88471.25,0.4846433,0.0,observed,1.0,train
t000,29,358,194,38795.0,38795.0,53665.25,0.7229073,0.0,observed,1.0,train
t000,29,802,195,23973.0,23973.0,53702.0,0.44640794,0.0,observed,1.0,train
t000,29,812,196,3330.0,3330.0,8262.75,0.40301353,0.0,observed,1.0,train
t000,29,1114,197,6382.0,6382.0,18384.5,0.34714025,0.0,observed,1.0,train
t000,30,185,198,7729.0,7729.0,6953.0,1.1116065,0.0,observed,1.0,train
t000,30,250,199,14980.0,14980.0,15557.5,0.96287966,0.0,observed,1.0,train
t000,30,303,200,4789.0,4789.0,5528.25,0.86627775,0.0,observed,1.0,train
t000,30,537,201,17173.0,17173.0,18673.75,0.91963315,0.0,observed,1.0,train
t000,30,720,202,457.0,457.0,462.5,0.9881081,0.0,observed,1.0,train
t000,30,1022,203,4746.0,4746.0,2712.5,1.7496774,0.0,observed,1.0,train
t000,30,1119,204,7823.0,7823.0,6555.25,1.1933947,0.0,observed,1.0,train
t000,31,195,205,8365.0,8365.0,6115.75,1.36778,0.0,observed,1.0,train
t000,31,642,206,20503.0,20503.0,16008.25,1.2807771,0.0,observed,1.0,train
t000,32,373,207,8526.0,8526.0,6922.75,1.2315915,0.0,observed,1.0,train
t000,32,951,208,4340.0,4340.0,4665.0,0.93033224,0.0,observed,1.0,train
t000,32,1170,209,14925.0,14925.0,17576.0,0.8491693,0.0,observed,1.0,train
t000,32,1189,210,15994.0,15994.0,13461.25,1.1881511,0.0,observed,1.0,train
t000,33,405,211,704.0,704.0,837.25,0.840848,0.0,observed,1.0,train
t000,33,539,212,462.0,462.0,664.0,0.69578314,0.0,observed,1.0,train
t000,33,727,213,2377.0,2377.0,3785.5,0.62792236,0.0,observed,1.0,train
t000,34,35,214,92487.0,92487.0,81944.0,1.128661,0.0,observed,1.0,train
t000,34,41,215,35889.0,35889.0,34900.0,1.0283381,0.0,observed,1.0,train
t000,34,64,216,52527.0,52527.0,48497.25,1.0830923,0.0,observed,1.0,train
t000,34,105,217,20375.0,20375.0,37887.25,0.53777987,0.0,observed,1.0,train
t000,34,108,218,30292.0,30292.0,51821.5,0.584545,0.0,observed,1.0,train
t000,34,110,219,36473.0,36473.0,22638.0,1.6111406,0.0,observed,1.0,train
t000,34,130,220,27548.0,27548.0,36083.75,0.76344615,0.0,observed,1.0,train
t000,34,136,221,9960.0,9960.0,12348.75,0.8065594,0.0,observed,1.0,train
t000,34,166,222,21518.0,21518.0,30919.25,0.69594187,0.0,observed,1.0,train
t000,34,176,223,27253.0,27253.0,61129.25,0.44582585,0.0,observed,1.0,train
t000,34,182,224,27919.0,27919.0,33509.0,0.8331791,0.0,observed,1.0,train
t000,34,185,225,47875.0,47875.0,57885.0,0.8270709,0.0,observed,1.0,train
t000,34,191,226,46922.0,46922.0,44030.25,1.0656765,0.0,observed,1.0,train
t000,34,205,227,52064.0,52842.38,36614.25,1.443219,0.0,neighbor_mean,0.6,train
t000,34,213,228,68428.0,68428.0,70826.0,0.96614236,0.0,observed,1.0,train
t000,34,215,229,22491.0,22491.0,29025.75,0.7748637,0.0,observed,1.0,train
t000,34,217,230,50633.0,50633.0,29951.75,1.6904855,0.0,observed,1.0,train
t000,34,231,231,64705.0,64705.0,70062.75,0.92352927,0.0,observed,1.0,train
t000,34,250,232,103559.0,103559.0,104774.5,0.9883989,0.0,observed,1.0,train
t000,34,254,233,46085.0,46085.0,51788.5,0.8898694,0.0,observed,1.0,train
t000,34,291,234,42502.0,42502.0,37866.0,1.1224318,0.0,observed,1.0,train
t000,34,309,235,59171.0,59171.0,66318.75,0.8922213,0.0,observed,1.0,train
t000,34,344,236,3199.0,3199.0,3183.5,1.0048689,0.0,observed,1.0,train
t000,34,366,237,32773.0,32773.0,54083.5,0.6059704,0.0,observed,1.0,train
t000,34,371,238,93022.0,93022.0,87058.0,1.068506,0.0,observed,1.0,train
t000,34,373,239,117124.0,117124.0,121070.5,0.9674033,0.0,observed,1.0,train
t000,34,383,240,7472.0,7472.0,6967.0,1.0724846,0.0,observed,1.0,train
t000,34,393,241,12819.0,12819.0,13361.75,0.9593803,0.0,observed,1.0,train
t000,34,398,242,112285.0,112285.0,133068.5,0.84381354,0.0,observed,1.0,train
t000,34,420,243,1235.0,1235.0,1308.25,0.9440092,0.0,observed,1.0,train
t000,34,431,244,88966.0,88966.0,69408.25,1.2817785,0.0,observed,1.0,train
t000,34,436,245,9146.0,9146.0,9214.0,0.99261993,0.0,observed,1.0,train
t000,34,445,246,39734.0,39734.0,30413.0,1.3064808,0.0,observed,1.0,train
t000,34,449,247,28133.0,28133.0,35302.75,0.79690677,0.0,observed,1.0,train
t000,34,453,248,58903.0,58903.0,60017.5,0.9814304,0.0,observed,1.0,train
t000,34,467,249,44781.0,44781.0,46370.75,0.96571654,0.0,observed,1.0,train
t000,34,471,250,28125.0,28125.0,28217.25,0.99673074,0.0,observed,1.0,train
t000,34,528,251,66152.0,66152.0,73208.25,0.903614,0.0,observed,1.0,train
t000,34,529,252,112555.0,112555.0,125491.0,0.8969169,0.0,observed,1.0,train
t000,34,531,253,29117.0,29117.0,33608.0,0.8663711,0.0,observed,1.0,train
t000,34,534,254,7148.0,7148.0,8163.75,0.875578,0.0,observed,1.0,train
t000,34,537,255,144844.0,144844.0,141674.5,1.0223716,0.0,observed,1.0,train
t000,34,549,256,60549.0,60549.0,64729.0,0.9354231,0.0,observed,1.0,train
t000,34,610,257,101812.0,101812.0,79695.0,1.2775205,0.0,observed,1.0,train
t000,34,615,258,6842.0,6842.0,8527.25,0.8023689,0.0,observed,1.0,train
t000,34,624,259,46026.0,46026.0,68422.25,0.6726759,0.0,observed,1.0,train
t000,34,630,260,44772.0,44772.0,53385.0,0.83866256,0.0,observed,1.0,train
t000,34,642,261,49107.0,49107.0,38981.5,1.2597514,0.0,observed,1.0,train
t000,34,663,262,57776.0,57776.0,48824.75,1.1833342,0.0,observed,1.0,train
t000,34,665,263,43531.0,43531.0,48421.5,0.8990015,0.0,observed,1.0,train
t000,34,672,264,44921.0,44921.0,35396.75,1.2690713,0.0,observed,1.0,train
t000,34,677,265,23702.0,23702.0,31569.25,0.7507939,0.0,observed,1.0,train
t000,34,697,266,34191.0,34191.0,45502.0,0.7514175,0.0,observed,1.0,train
t000,34,702,267,79914.0,79914.0,80616.25,0.99128896,0.0,observed,1.0,train
t000,34,723,268,40915.0,40915.0,44536.25,0.91868985,0.0,observed,1.0,train
t000,34,748,269,66397.0,66397.0,79907.75,0.83092064,0.0,observed,1.0,train
t000,34,750,270,92380.0,92380.0,85781.25,1.0769253,0.0,observed,1.0,train
t000,34,767,271,71469.0,71469.0,61614.0,1.1599474,0.0,observed,1.0,train
t000,34,773,272,114959.0,114959.0,120086.0,0.9573056,0.0,observed,1.0,train
t000,34,786,273,81102.0,81102.0,69597.0,1.1653088,0.0,observed,1.0,train
t000,34,788,274,33462.0,33462.0,30158.0,1.1095563,0.0,observed,1.0,train
t000,34,790,275,36621.0,36621.0,45510.5,0.80467147,0.0,observed,1.0,train
t000,34,798,276,56190.0,56190.0,53487.25,1.0505308,0.0,observed,1.0,train
t000,34,803,277,53248.0,53248.0,59118.0,0.90070707,0.0,observed,1.0,train
t000,34,814,278,184058.0,184058.0,164220.0,1.1208013,0.0,observed,1.0,train
t000,34,820,279,38100.0,38100.0,34865.0,1.0927864,0.0,observed,1.0,train
t000,34,822,280,88281.0,88281.0,63822.0,1.3832377,0.0,observed,1.0,train
t000,34,824,281,83436.0,83436.0,91618.25,0.9106919,0.0,observed,1.0,train
t000,34,858,282,7142.0,7142.0,11775.5,0.6065135,0.0,observed,1.0,train
t000,34,860,283,49240.0,49240.0,58985.25,0.834785,0.0,observed,1.0,train
t000,34,868,284,68076.0,68076.0,57600.0,1.181875,0.0,observed,1.0,train
t000,34,889,285,102005.0,102005.0,107326.25,0.95041984,0.0,observed,1.0,train
t000,34,902,286,48626.0,48626.0,50853.25,0.9562024,0.0,observed,1.0,train
t000,34,945,287,105791.0,105791.0,107304.5,0.9858953,0.0,observed,1.0,train
t000,34,950,288,137740.0,137740.0,123590.75,1.1144847,0.0,observed,1.0,train
t000,34,951,289,39792.0,39792.0,37773.25,1.0534439,0.0,observed,1.0,train
t000,34,969,290,58594.0,58594.0,51919.75,1.1285493,0.0,observed,1.0,train
t000,34,979,291,39892.0,39892.0,33553.25,1.1889161,0.0,observed,1.0,train
t000,34,995,292,80167.0,80167.0,87606.5,0.9150805,0.0,observed,1.0,train
t000,34,1022,293,31880.0,31880.0,46123.75,0.69118404,0.0,observed,1.0,train
t000,34,1030,294,40985.0,40985.0,33529.0,1.2223747,0.0,observed,1.0,train
t000,34,1043,295,101122.0,101122.0,78416.75,1.2895459,0.0,observed,1.0,train
t000,34,1069,296,32735.0,32735.0,28953.0,1.1306255,0.0,observed,1.0,train
t000,34,1088,297,168582.0,168582.0,191766.5,0.8791004,0.0,observed,1.0,train
t000,34,1117,298,48597.0,48597.0,63261.75,0.7681893,0.0,observed,1.0,train
t000,34,1122,299,54912.0,54912.0,67182.5,0.8173557,0.0,observed,1.0,train
t000,34,1131,300,55758.0,55758.0,47715.75,1.168545,0.0,observed,1.0,train
t000,34,1139,301,34692.0,34692.0,63534.25,0.5460362,0.0,observed,1.0,train
t000,34,1161,302,27795.0,27795.0,29429.25,0.9444685,0.0,observed,1.0,train
t000,34,1170,303,150995.0,150995.0,196915.25,0.76680195,0.0,observed,1.0,train
t000,34,1175,304,50923.0,51842.47,62251.5,0.8327907,0.0,neighbor_mean,0.6,train
t000,34,1189,305,76997.0,59080.926,76726.0,0.77002484,0.0,neighbor_mean,0.6,train
t000,34,1195,306,86995.0,86995.0,96090.0,0.90534914,0.0,observed,1.0,train
t000,35,41,307,82943.0,82943.0,86582.5,0.95796496,0.0,observed,1.0,train
t000,35,61,308,47954.0,65648.625,31794.5,2.0647793,0.0,neighbor_mean,0.6,train
t000,35,107,309,6542.0,6542.0,12308.0,0.53152424,0.0,observed,1.0,train
t000,35,176,310,30812.0,30812.0,34587.5,0.8908421,0.0,observed,1.0,train
t000,35,180,311,52461.0,65053.24,50436.0,1.2898176,0.0,neighbor_mean,0.6,train
t000,35,182,312,89874.0,89874.0,95899.75,0.93716615,0.0,observed,1.0,train
t000,35,185,313,84122.0,84122.0,84493.25,0.9956062,0.0,observed,1.0,train
t000,35,191,314,45778.0,45778.0,31882.0,1.4358572,0.0,observed,1.0,train
t000,35,195,315,36595.0,36595.0,53555.0,0.68331623,0.0,observed,1.0,train
t000,35,215,316,113697.0,62093.355,100104.75,0.62028384,0.0,neighbor_mean,0.6,train
t000,35,224,317,27047.0,27047.0,26920.0,1.0047177,0.0,observed,1.0,train
t000,35,226,318,60444.0,60444.0,41157.5,1.4686023,0.0,observed,1.0,train
t000,35,231,319,161164.0,161164.0,141501.0,1.1389601,0.0,observed,1.0,train
t000,35,241,320,59138.0,59138.0,74607.25,0.79265755,0.0,observed,1.0,train
t000,35,250,321,122490.0,122490.0,101517.5,1.2065899,0.0,observed,1.0,train
